Year,Country,Country (Code),Attribute,Sector (NACE rev. 2),Value
2010,Lithuania,LT,Number of persons employed,Bio-based textiles,10712.47818
2010,Lithuania,LT,Number of persons employed,Bio-based wearing apparel,7146.680753
2010,Lithuania,LT,Number of persons employed,Biodiesel,75.7464868
2010,Lithuania,LT,Number of persons employed,Bioeconomy,202287.6646
2010,Lithuania,LT,Number of persons employed,Bioethanol,287.2273206
2010,Lithuania,LT,Number of persons employed,Fishing and Aquaculture,2400
2010,Lithuania,LT,Number of persons employed,Food,38975
2010,Lithuania,LT,Number of persons employed,"Food, beverage and tobacco",42715
2010,Lithuania,LT,Number of persons employed,Forestry,7930
2010,Lithuania,LT,Number of persons employed,Leather,515.4493176
2010,Lithuania,LT,Number of persons employed,Liquid biofuels,362.9738074
2010,Lithuania,LT,Number of persons employed,Paper,3205
2010,Lithuania,LT,Number of persons employed,Rubber and bio-based plastics,68.55731708
2010,Lithuania,LT,Number of persons employed,Total sectors,1247700
2010,Lithuania,LT,Number of persons employed,Wood products,19279.80403
2010,Lithuania,LT,Number of persons employed,Wood products and furniture,34348.2094
2010,Lithuania,LT,Number of persons employed,Wooden furniture,15068.40537
2010,Luxembourg,LU,Number of persons employed,Agriculture,3660
2010,Luxembourg,LU,Number of persons employed,Beverage,497
2010,Luxembourg,LU,Number of persons employed,Bio-based chemicals (excluding biofuels),10.862117
2010,Luxembourg,LU,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",12.51149201
2010,Luxembourg,LU,Number of persons employed,Bio-based electricity,4.306624024
2010,Luxembourg,LU,Number of persons employed,Bio-based textile,31.17614123
2010,Luxembourg,LU,Number of persons employed,Bio-based textiles,31.17614123
2010,Luxembourg,LU,Number of persons employed,Bioeconomy,9007.079787
2010,Luxembourg,LU,Number of persons employed,Food,4346
2010,Luxembourg,LU,Number of persons employed,"Food, beverage and tobacco",4843
2010,Luxembourg,LU,Number of persons employed,Forestry,320
2010,Luxembourg,LU,Number of persons employed,Rubber and bio-based plastics,1.649375007
2010,Luxembourg,LU,Number of persons employed,Total sectors,220800
2010,Luxembourg,LU,Number of persons employed,Wood products,116
2010,Luxembourg,LU,Number of persons employed,Wood products and furniture,136.08553
2010,Luxembourg,LU,Number of persons employed,Wooden furniture,20.08553004
2010,Malta,MT,Number of persons employed,Agriculture,2810
2010,Malta,MT,Number of persons employed,Beverage,877
2010,Malta,MT,Number of persons employed,Bio-based chemicals (excluding biofuels),11.05115109
2010,Malta,MT,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",510.8080579
2010,Malta,MT,Number of persons employed,Bio-based pharmaceuticals,497.6350318
2010,Malta,MT,Number of persons employed,Bio-based textile,96.48046391
2010,Malta,MT,Number of persons employed,Bio-based textiles,222.6028113
2010,Malta,MT,Number of persons employed,Bio-based wearing apparel,126.1223474
2010,Malta,MT,Number of persons employed,Bioeconomy,9067.513627
2010,Malta,MT,Number of persons employed,Fishing and Aquaculture,720
2010,Malta,MT,Number of persons employed,Food,2792
2010,Malta,MT,Number of persons employed,"Food, beverage and tobacco",3669
2010,Malta,MT,Number of persons employed,Paper,26.875
2010,Malta,MT,Number of persons employed,Rubber and bio-based plastics,2.121875009
2010,Malta,MT,Number of persons employed,Total sectors,162600
2010,Malta,MT,Number of persons employed,Wood products,187
2010,Malta,MT,Number of persons employed,Wood products and furniture,1108.227758
2010,Malta,MT,Number of persons employed,Wooden furniture,921.227758
2010,Netherlands,NL,Number of persons employed,Agriculture,198000
2010,Netherlands,NL,Number of persons employed,Beverage,6789
2010,Netherlands,NL,Number of persons employed,Bio-based chemicals (excluding biofuels),3127.772168
2010,Netherlands,NL,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",10891.21352
2010,Netherlands,NL,Number of persons employed,Bio-based electricity,316.1991824
2010,Netherlands,NL,Number of persons employed,Bio-based pharmaceuticals,7680.203545
2010,Netherlands,NL,Number of persons employed,Bio-based textile,3550.381047
2010,Netherlands,NL,Number of persons employed,Bio-based textiles,5626.216975
2010,Netherlands,NL,Number of persons employed,Bio-based wearing apparel,1264.585928
2010,Netherlands,NL,Number of persons employed,Biodiesel,0
2010,Netherlands,NL,Number of persons employed,Bioeconomy,394206.9107
2010,Netherlands,NL,Number of persons employed,Bioethanol,247.0986775
2010,Netherlands,NL,Number of persons employed,Fishing and Aquaculture,3000
2010,Netherlands,NL,Number of persons employed,Food,120449
2010,Netherlands,NL,Number of persons employed,"Food, beverage and tobacco",130330
2010,Netherlands,NL,Number of persons employed,Forestry,2000
2010,Netherlands,NL,Number of persons employed,Leather,811.25
2010,Netherlands,NL,Number of persons employed,Liquid biofuels,247.0986775
2010,Netherlands,NL,Number of persons employed,Paper,17306
2010,Netherlands,NL,Number of persons employed,Rubber and bio-based plastics,83.23780899
2010,Netherlands,NL,Number of persons employed,Tobacco,3092
2010,Netherlands,NL,Number of persons employed,Total sectors,8289700
2010,Netherlands,NL,Number of persons employed,Wood products,16344.20769
2010,Netherlands,NL,Number of persons employed,Wood products and furniture,26490.18236
2010,Netherlands,NL,Number of persons employed,Wooden furniture,10145.97467
2010,Poland,PL,Number of persons employed,Agriculture,1934300
2010,Poland,PL,Number of persons employed,Beverage,27187
2010,Poland,PL,Number of persons employed,Bio-based chemicals (excluding biofuels),3858.002033
2010,Poland,PL,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",22329.82329
2010,Poland,PL,Number of persons employed,Bio-based electricity,1687.116496
2010,Poland,PL,Number of persons employed,Bio-based pharmaceuticals,13339.58983
2010,Poland,PL,Number of persons employed,Bio-based textile,17851.31821
2010,Poland,PL,Number of persons employed,Bio-based textiles,75502.32749
2010,Poland,PL,Number of persons employed,Bio-based wearing apparel,46067.48963
2010,Poland,PL,Number of persons employed,Biodiesel,1413.761227
2010,Poland,PL,Number of persons employed,Bioeconomy,2820716.691
2010,Poland,PL,Number of persons employed,Bioethanol,1080.131655
2010,Poland,PL,Number of persons employed,Fishing and Aquaculture,4700
2010,Poland,PL,Number of persons employed,Food,396635
2010,Poland,PL,Number of persons employed,"Food, beverage and tobacco",430090
2010,Poland,PL,Number of persons employed,Forestry,64900
2010,Poland,PL,Number of persons employed,Leather,11583.51966
2010,Poland,PL,Number of persons employed,Liquid biofuels,2493.892882
2010,Poland,PL,Number of persons employed,Paper,53008.125
2010,Poland,PL,Number of persons employed,Rubber and bio-based plastics,5132.231422
2010,Poland,PL,Number of persons employed,Tobacco,6268
2010,Poland,PL,Number of persons employed,Total sectors,15473100
2010,Poland,PL,Number of persons employed,Wood products,124500.9505
2010,Poland,PL,Number of persons employed,Wood products and furniture,231705.4061
2010,Poland,PL,Number of persons employed,Wooden furniture,107204.4556
2010,Portugal,PT,Number of persons employed,Agriculture,516330
2010,Portugal,PT,Number of persons employed,Beverage,14458
2010,Portugal,PT,Number of persons employed,Bio-based chemicals (excluding biofuels),605.4284845
2010,Portugal,PT,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",4973.295106
2010,Portugal,PT,Number of persons employed,Bio-based electricity,217.7520552
2010,Portugal,PT,Number of persons employed,Bio-based pharmaceuticals,3372.2938
2010,Portugal,PT,Number of persons employed,Bio-based textile,19098.19573
2010,Portugal,PT,Number of persons employed,Bio-based textiles,71666.84535
2010,Portugal,PT,Number of persons employed,Bio-based wearing apparel,35575.74448
2010,Portugal,PT,Number of persons employed,Biodiesel,493.1683432
2010,Portugal,PT,Number of persons employed,Bioeconomy,795500.6438
2010,Portugal,PT,Number of persons employed,Bioethanol,1.22416208
2010,Portugal,PT,Number of persons employed,Fishing and Aquaculture,15410
2010,Portugal,PT,Number of persons employed,Food,95428
2010,Portugal,PT,Number of persons employed,"Food, beverage and tobacco",110561
2010,Portugal,PT,Number of persons employed,Forestry,11450
2010,Portugal,PT,Number of persons employed,Leather,16992.90515
2010,Portugal,PT,Number of persons employed,Liquid biofuels,494.3925053
2010,Portugal,PT,Number of persons employed,Paper,11220.25
2010,Portugal,PT,Number of persons employed,Rubber and bio-based plastics,995.5728218
2010,Portugal,PT,Number of persons employed,Tobacco,675
2010,Portugal,PT,Number of persons employed,Total sectors,4898400
2010,Portugal,PT,Number of persons employed,Wood products,33416.82717
2010,Portugal,PT,Number of persons employed,Wood products and furniture,53177.10876
2010,Portugal,PT,Number of persons employed,Wooden furniture,19760.28159
2010,Romania,RO,Number of persons employed,Agriculture,2770100
2010,Romania,RO,Number of persons employed,Beverage,23413
2010,Romania,RO,Number of persons employed,Bio-based chemicals (excluding biofuels),593.9583835
2010,Romania,RO,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",8407.134956
2010,Romania,RO,Number of persons employed,Bio-based electricity,55.05759462
2010,Romania,RO,Number of persons employed,Bio-based pharmaceuticals,5695.22864
2010,Romania,RO,Number of persons employed,Bio-based textile,13548.91431
2010,Romania,RO,Number of persons employed,Bio-based textiles,98674.54979
2010,Romania,RO,Number of persons employed,Bio-based wearing apparel,63042.3353
2010,Romania,RO,Number of persons employed,Biodiesel,346.1488197
2010,Romania,RO,Number of persons employed,Bioeconomy,3228857.131
2010,Romania,RO,Number of persons employed,Bioethanol,535.927259
2010,Romania,RO,Number of persons employed,Fishing and Aquaculture,3000
2010,Romania,RO,Number of persons employed,Food,162904
2010,Romania,RO,Number of persons employed,"Food, beverage and tobacco",187837
2010,Romania,RO,Number of persons employed,Forestry,46100
2010,Romania,RO,Number of persons employed,Leather,22083.30018
2010,Romania,RO,Number of persons employed,Liquid biofuels,882.0760787
2010,Romania,RO,Number of persons employed,Paper,11986.25
2010,Romania,RO,Number of persons employed,Rubber and bio-based plastics,2117.947933
2010,Romania,RO,Number of persons employed,Tobacco,1520
2010,Romania,RO,Number of persons employed,Total sectors,8712800
2010,Romania,RO,Number of persons employed,Wood products,54368.92225
2010,Romania,RO,Number of persons employed,Wood products and furniture,101815.0621
2010,Romania,RO,Number of persons employed,Wooden furniture,47446.13988
2010,Slovakia,SK,Number of persons employed,Agriculture,48590
2010,Slovakia,SK,Number of persons employed,Beverage,5865
2010,Slovakia,SK,Number of persons employed,Bio-based chemicals (excluding biofuels),318.5190267
2010,Slovakia,SK,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",3135.759472
2010,Slovakia,SK,Number of persons employed,Bio-based electricity,145.6174583
2010,Slovakia,SK,Number of persons employed,Bio-based pharmaceuticals,1390.060665
2010,Slovakia,SK,Number of persons employed,Bio-based textile,1656.702741
2010,Slovakia,SK,Number of persons employed,Bio-based textiles,13124.61119
2010,Slovakia,SK,Number of persons employed,Bio-based wearing apparel,7805.658448
2010,Slovakia,SK,Number of persons employed,Biodiesel,0
2010,Slovakia,SK,Number of persons employed,Bioeconomy,174532.9584
2010,Slovakia,SK,Number of persons employed,Bioethanol,84.81849447
2010,Slovakia,SK,Number of persons employed,Fishing and Aquaculture,160
2010,Slovakia,SK,Number of persons employed,Food,37343
2010,Slovakia,SK,Number of persons employed,"Food, beverage and tobacco",43208
2010,Slovakia,SK,Number of persons employed,Forestry,24330
2010,Slovakia,SK,Number of persons employed,Leather,3662.25
2010,Slovakia,SK,Number of persons employed,Liquid biofuels,84.81849447
2010,Slovakia,SK,Number of persons employed,Paper,4844.75
2010,Slovakia,SK,Number of persons employed,Rubber and bio-based plastics,1427.17978
2010,Slovakia,SK,Number of persons employed,Total sectors,2317500
2010,Slovakia,SK,Number of persons employed,Wood products,27876.28084
2010,Slovakia,SK,Number of persons employed,Wood products and furniture,36909.4018
2010,Slovakia,SK,Number of persons employed,Wooden furniture,9033.120958
2010,Slovenia,SI,Number of persons employed,Agriculture,73850
2010,Slovenia,SI,Number of persons employed,Beverage,1895
2010,Slovenia,SI,Number of persons employed,Bio-based chemicals (excluding biofuels),90.20793351
2010,Slovenia,SI,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",3694.75373
2010,Slovenia,SI,Number of persons employed,Bio-based electricity,40.20038932
2010,Slovenia,SI,Number of persons employed,Bio-based pharmaceuticals,2972.5
2010,Slovenia,SI,Number of persons employed,Bio-based textile,2033.914332
2010,Slovenia,SI,Number of persons employed,Bio-based textiles,5153.148619
2010,Slovenia,SI,Number of persons employed,Bio-based wearing apparel,1925.984288
2010,Slovenia,SI,Number of persons employed,Bioeconomy,123643.4813
2010,Slovenia,SI,Number of persons employed,Bioethanol,0
2010,Slovenia,SI,Number of persons employed,Fishing and Aquaculture,250
2010,Slovenia,SI,Number of persons employed,Food,14694
2010,Slovenia,SI,Number of persons employed,"Food, beverage and tobacco",16589
2010,Slovenia,SI,Number of persons employed,Forestry,5910
2010,Slovenia,SI,Number of persons employed,Leather,1193.25
2010,Slovenia,SI,Number of persons employed,Liquid biofuels,0
2010,Slovenia,SI,Number of persons employed,Paper,3729.75
2010,Slovenia,SI,Number of persons employed,Rubber and bio-based plastics,632.0457962
